path,blank_sim,id,contrast_factor,crop_bottom,test,task,activity
../../data/outputs/bookleta/activity2b/94fd1-71561.jpg,0.97943395,94fd1-71561,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9cf64-79099.jpg,0.7440326,9cf64-79099,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/c6e72-74881.jpg,0.8835682,c6e72-74881,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/94fd1-70694.jpg,0.74555486,94fd1-70694,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d9583-66934.jpg,0.73199165,d9583-66934,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/65a68-68251.jpg,0.92621475,65a68-68251,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9b50a-53802.jpg,0.8346826,9b50a-53802,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9508e-68724.jpg,0.82760787,9508e-68724,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dbfa7-69221.jpg,0.8882688,dbfa7-69221,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/060f1-67289.jpg,0.82837003,060f1-67289,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/94fd1-71367.jpg,0.900759,94fd1-71367,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/214b9-71565.jpg,0.85509604,214b9-71565,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/ce6fd-54313.jpg,0.7858933,ce6fd-54313,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/a718a-78470.jpg,0.7988756,a718a-78470,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-75077.jpg,0.83700085,6544f-75077,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9b50a-74661.jpg,0.6442356,9b50a-74661,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b5b5f-79047.jpg,0.7183098,b5b5f-79047,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9508e-47261.jpg,0.73996264,9508e-47261,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/39dc2-75204.jpg,0.77073276,39dc2-75204,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-74340.jpg,0.78408957,6544f-74340,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b238c-75288.jpg,0.74842954,b238c-75288,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/2953c-71101.jpg,0.8987012,2953c-71101,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6771d-74742.jpg,0.83789146,6771d-74742,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-75506.jpg,0.8229188,6544f-75506,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-8292.jpg,0.68645364,6dcd4-8292,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/20479-35088.jpg,0.81421494,20479-35088,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dbfa7-77803.jpg,0.6552123,dbfa7-77803,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9b50a-75191.jpg,0.8186787,9b50a-75191,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-1103.jpg,0.84697723,6dcd4-1103,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5c10-73111.jpg,0.7980188,d5c10-73111,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9508e-1438.jpg,0.748431,9508e-1438,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/ea193-72950.jpg,0.8810868,ea193-72950,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d9583-76259.jpg,0.8810477,d9583-76259,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/65a68-64865.jpg,0.85473794,65a68-64865,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9cf64-76418.jpg,0.68028736,9cf64-76418,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-2420.jpg,0.69188726,6dcd4-2420,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b560a-76805_Unmatched.jpg,0.8086777,b560a-76805_Unmatched,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-0753.jpg,0.8456341,6dcd4-0753,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/94fd1-71172.jpg,0.83587074,94fd1-71172,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/bcb6d-71024.jpg,0.7546798,bcb6d-71024,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/4c2f9-09558_UM_TTCT Post ASS SS2011 EoL2.jpg,0.7447261,4c2f9-09558_UM_TTCT Post ASS SS2011 EoL2,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/21ac7-27262.jpg,0.8089606,21ac7-27262,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/a718a-71682.jpg,0.7216666,a718a-71682,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-7439.jpg,0.75140667,6dcd4-7439,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/214b9-75098.jpg,0.8906232,214b9-75098,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/214b9-70686.jpg,0.8038988,214b9-70686,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dee97-71558 M.jpg,0.73831683,dee97-71558 M,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dbfa7-80132.jpg,0.97639143,dbfa7-80132,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/ce6fd-67081.jpg,0.75211036,ce6fd-67081,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/39dc2-73110.jpg,0.72391987,39dc2-73110,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/39dc2-66910.jpg,0.8028822,39dc2-66910,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dbfa7-78460.jpg,0.8038997,dbfa7-78460,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b5b5f-74951.jpg,0.86942375,b5b5f-74951,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b5b5f-78819.jpg,0.7559799,b5b5f-78819,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/fd6d5-RD-AM-4811.jpg,0.76463664,fd6d5-RD-AM-4811,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6771d-77499.jpg,0.76377237,6771d-77499,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/781e5-74910.jpg,0.77679384,781e5-74910,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9cf64-52578.jpg,0.9630681,9cf64-52578,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dee97-69433 M.jpg,0.63875145,dee97-69433 M,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6771d-74433.jpg,0.8468336,6771d-74433,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/21ac7-75119.jpg,0.8775874,21ac7-75119,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-1662.jpg,0.79843515,6dcd4-1662,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/65a68-73677.jpg,0.89319384,65a68-73677,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/20479-70510.jpg,0.866283,20479-70510,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/fd6d5-RD-AR-4811.jpg,0.8922477,fd6d5-RD-AR-4811,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dbfa7-73294.jpg,0.8224177,dbfa7-73294,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9cf64-75262.jpg,0.72653925,9cf64-75262,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/781e5-78096.jpg,0.82485473,781e5-78096,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6771d-78383.jpg,0.84570205,6771d-78383,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/21ac7-75911.jpg,0.81272775,21ac7-75911,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-8900.jpg,0.77583677,6dcd4-8900,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/781e5-77429.jpg,0.7432189,781e5-77429,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9508e-73129.jpg,0.96400046,9508e-73129,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/ea193-76893.jpg,0.8216347,ea193-76893,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b560a-76952_Unmatched.jpg,0.7461736,b560a-76952_Unmatched,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-74144.jpg,0.79895765,6544f-74144,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/3d919-66985.jpg,0.86184263,3d919-66985,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6771d-71614.jpg,0.86731213,6771d-71614,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/a718a-73697.jpg,0.83764845,a718a-73697,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/326d8-76726.jpg,0.8506164,326d8-76726,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5183-71277.jpg,0.8287704,d5183-71277,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5183-76524.jpg,0.86942875,d5183-76524,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6771d-70668.jpg,0.8415284,6771d-70668,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/bcb6d-66158.jpg,0.8231733,bcb6d-66158,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b238c-77060.jpg,0.9598515,b238c-77060,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/406e2-70547.jpg,0.7219285,406e2-70547,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b560a-77250_Unmatched.jpg,0.87680566,b560a-77250_Unmatched,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/060f1-70647.jpg,0.6188027,060f1-70647,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-0782.jpg,0.91795284,6dcd4-0782,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-5611.jpg,0.65949667,6dcd4-5611,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dee97-64546.jpg,0.7876766,dee97-64546,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/ea193-75426.jpg,0.83574545,ea193-75426,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/4f5cb-71595.jpg,0.90327406,4f5cb-71595,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dee97-61628.jpg,0.79783106,dee97-61628,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/ea193-74506.jpg,0.73487127,ea193-74506,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dee97-51927.jpg,0.8125284,dee97-51927,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-77880.jpg,0.6670176,6544f-77880,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6771d-74551.jpg,0.69368505,6771d-74551,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/8e820-75623.jpg,0.81360674,8e820-75623,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/20479-73423.jpg,0.9380147,20479-73423,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dee97-74768.jpg,0.8551041,dee97-74768,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/326d8-74913.jpg,0.81697917,326d8-74913,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b238c-78781.jpg,0.7677112,b238c-78781,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9b50a-76502.jpg,0.75572056,9b50a-76502,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/94fd1-71607.jpg,0.7992896,94fd1-71607,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dbfa7-77966.jpg,0.69037473,dbfa7-77966,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/ea193-75590.jpg,0.91200495,ea193-75590,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/8e820-67145.jpg,0.7737571,8e820-67145,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/a718a-79811.jpg,0.89572537,a718a-79811,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b5b5f-71542.jpg,0.78605986,b5b5f-71542,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/68332-74738_Unmatched.jpg,0.7527251,68332-74738_Unmatched,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b5b5f-77829.jpg,0.71334183,b5b5f-77829,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d9583-75903.jpg,0.7905178,d9583-75903,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/94fd1-55311.jpg,0.8357569,94fd1-55311,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9b50a-76613.jpg,0.57785624,9b50a-76613,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/326d8-Redacted_04-12-12 A.jpg,0.86998725,326d8-Redacted_04-12-12 A,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/08d53-74137.jpg,0.7437001,08d53-74137,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b238c-77589.jpg,0.6790923,b238c-77589,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/c6e72-75726.jpg,0.7853788,c6e72-75726,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/ea193-74945.jpg,0.76571375,ea193-74945,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/68332-75926_Unmatched.jpg,0.9324754,68332-75926_Unmatched,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/65a68-44653.jpg,0.6430615,65a68-44653,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/4f5cb-74662.jpg,0.8133344,4f5cb-74662,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/94fd1-71304.jpg,0.84630316,94fd1-71304,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/060f1-1175.jpg,0.8638159,060f1-1175,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-76290.jpg,0.89695644,6544f-76290,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/406e2-71944.jpg,0.76385844,406e2-71944,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b238c-78282.jpg,0.8844607,b238c-78282,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/406e2-71945.jpg,0.8279384,406e2-71945,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/bcb6d-74317.jpg,0.6966768,bcb6d-74317,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/65a68-67706.jpg,0.8407576,65a68-67706,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-74653.jpg,0.85321796,6544f-74653,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/060f1-9138.jpg,0.834585,060f1-9138,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-8178.jpg,0.7900329,6dcd4-8178,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b5b5f-80287.jpg,0.7522671,b5b5f-80287,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b238c-76327.jpg,0.905412,b238c-76327,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-50452.jpg,0.80156016,6544f-50452,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/3ee42-32761-UM.jpg,0.7805977,3ee42-32761-UM,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/68332-70976_Unmatched.jpg,0.80968523,68332-70976_Unmatched,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/21e0e-74411.jpg,0.8237211,21e0e-74411,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/4f5cb-75231.jpg,0.78086066,4f5cb-75231,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5c10-74025.jpg,0.7865744,d5c10-74025,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5183-75857.jpg,0.74229664,d5183-75857,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9b50a-75245.jpg,0.8593241,9b50a-75245,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9cf64-78250.jpg,0.80806565,9cf64-78250,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-7466.jpg,0.86782444,6dcd4-7466,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-9107.jpg,0.7167713,6dcd4-9107,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dee97-76132.jpg,0.8296107,dee97-76132,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/68332-74589_Unmatched.jpg,0.78069353,68332-74589_Unmatched,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/99a7c-74570_UM.jpg,0.86695576,99a7c-74570_UM,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/65a68-74180.jpg,0.8705847,65a68-74180,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b02df-RD-NS472011.jpg,0.7622376,b02df-RD-NS472011,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/39dc2-76355.jpg,0.73943007,39dc2-76355,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dbfa7-80025.jpg,0.84271574,dbfa7-80025,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/8e820-75068.jpg,0.8931795,8e820-75068,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/3ee42-68082-UM.jpg,0.55990446,3ee42-68082-UM,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/060f1-72597.jpg,0.85787135,060f1-72597,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/4f5cb-77755.jpg,0.78889716,4f5cb-77755,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/bb3e3-RD-KW-4811.jpg,0.97742,bb3e3-RD-KW-4811,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/bcb6d-76895.jpg,0.8716474,bcb6d-76895,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/781e5-80410.jpg,0.9548615,781e5-80410,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b560a-74943_Unmatched.jpg,0.8618002,b560a-74943_Unmatched,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9508e-71576.jpg,0.6651889,9508e-71576,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/2953c-0218.jpg,0.7649404,2953c-0218,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/781e5-79472.jpg,0.7812793,781e5-79472,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/21e0e-76767.jpg,0.8632564,21e0e-76767,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/bcb6d-73331.jpg,0.88497806,bcb6d-73331,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/c6e72-74748.jpg,0.7171627,c6e72-74748,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/39dc2-80015.jpg,0.9679918,39dc2-80015,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/bcb6d-74311.jpg,0.7546085,bcb6d-74311,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-72595.jpg,0.8723615,6544f-72595,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/8e820-65849.jpg,0.8573736,8e820-65849,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dbfa7-79095.jpg,0.7199918,dbfa7-79095,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-70590.jpg,0.7874789,6544f-70590,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5c10-70858.jpg,0.9080683,d5c10-70858,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dee97-61601 M.jpg,0.87668973,dee97-61601 M,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/781e5-80411.jpg,0.9128586,781e5-80411,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5183-74634.jpg,0.8164743,d5183-74634,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/cc508-75269.jpg,0.829221,cc508-75269,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/3ee42-75666-UM.jpg,0.6842303,3ee42-75666-UM,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9508e-71601.jpg,0.7493336,9508e-71601,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b02df-RD-NS134711.jpg,0.86280465,b02df-RD-NS134711,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/214b9-72632.jpg,0.81494516,214b9-72632,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5183-75925.jpg,0.88386744,d5183-75925,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6771d-68091.jpg,0.8732029,6771d-68091,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5183-74193.jpg,0.7889342,d5183-74193,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/39dc2-70737.jpg,0.79081964,39dc2-70737,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/2953c-68225.jpg,0.7333406,2953c-68225,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-7844.jpg,0.871873,6dcd4-7844,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dbfa7-79083.jpg,0.7619959,dbfa7-79083,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9b50a-75096.jpg,0.8196991,9b50a-75096,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-75549.jpg,0.93187153,6544f-75549,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d9583-69730.jpg,0.77510077,d9583-69730,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/21ac7-74688.jpg,0.9380425,21ac7-74688,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/4f5cb-74883.jpg,0.8231443,4f5cb-74883,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/fd6d5-RD-FM-4811.jpg,0.8756361,fd6d5-RD-FM-4811,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9cf64-78281.jpg,0.6765577,9cf64-78281,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-2257.jpg,0.7045809,6dcd4-2257,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-76294.jpg,0.8930433,6544f-76294,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/bcb6d-72978.jpg,0.7546013,bcb6d-72978,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/a718a-71369.jpg,0.84753644,a718a-71369,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/4f5cb-75578.jpg,0.62782085,4f5cb-75578,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/bcb6d-76049.jpg,0.8993303,bcb6d-76049,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/21e0e-71234.jpg,0.7819797,21e0e-71234,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b238c-75211.jpg,0.80173665,b238c-75211,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5c10-68972.jpg,0.81081474,d5c10-68972,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b238c-75417.jpg,0.84622943,b238c-75417,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-1603.jpg,0.877442,6dcd4-1603,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/20479-50312.jpg,0.85263056,20479-50312,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/fd6d5-RD-SL-4811.jpg,0.8948989,fd6d5-RD-SL-4811,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/214b9-67200.jpg,0.72680414,214b9-67200,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dee97-69412 M.jpg,0.8023925,dee97-69412 M,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/65a68-71565.jpg,0.8357278,65a68-71565,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/d5c10-75245.jpg,0.9021855,d5c10-75245,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b5b5f-63869.jpg,0.75794613,b5b5f-63869,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/dee97-71246.jpg,0.7952788,dee97-71246,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9b50a-74025.jpg,0.90399224,9b50a-74025,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/b238c-70576.jpg,0.8047841,b238c-70576,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/060f1-71293.jpg,0.9151441,060f1-71293,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6544f-73134.jpg,0.93834645,6544f-73134,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/9cf64-77814.jpg,0.82676744,9cf64-77814,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/6dcd4-9441.jpg,0.8427102,6dcd4-9441,4,False,ttct,bookleta,activity2b
../../data/outputs/bookleta/activity2b/21ac7-74478.jpg,0.81276226,21ac7-74478,4,False,ttct,bookleta,activity2b
