test,path,id,booklet,elaboration_raw,activity
ttct,../../data/outputs/bookleta/activity2b/94fd1-71561.jpg,94fd1-71561,bookleta,0.028029411764705883,activity2b
ttct,../../data/outputs/bookleta/activity2b/9cf64-79099.jpg,9cf64-79099,bookleta,0.12417647058823529,activity2b
ttct,../../data/outputs/bookleta/activity2b/c6e72-74881.jpg,c6e72-74881,bookleta,0.06338235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/94fd1-70694.jpg,94fd1-70694,bookleta,0.20255882352941176,activity2b
ttct,../../data/outputs/bookleta/activity2b/d9583-66934.jpg,d9583-66934,bookleta,0.051941176470588234,activity2b
ttct,../../data/outputs/bookleta/activity2b/65a68-68251.jpg,65a68-68251,bookleta,0.02838235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/9b50a-53802.jpg,9b50a-53802,bookleta,0.037088235294117644,activity2b
ttct,../../data/outputs/bookleta/activity2b/9508e-68724.jpg,9508e-68724,bookleta,0.0671764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/dbfa7-69221.jpg,dbfa7-69221,bookleta,0.04576470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/060f1-67289.jpg,060f1-67289,bookleta,0.21244117647058824,activity2b
ttct,../../data/outputs/bookleta/activity2b/94fd1-71367.jpg,94fd1-71367,bookleta,0.039588235294117646,activity2b
ttct,../../data/outputs/bookleta/activity2b/214b9-71565.jpg,214b9-71565,bookleta,0.04570588235294118,activity2b
ttct,../../data/outputs/bookleta/activity2b/ce6fd-54313.jpg,ce6fd-54313,bookleta,0.07820588235294118,activity2b
ttct,../../data/outputs/bookleta/activity2b/a718a-78470.jpg,a718a-78470,bookleta,0.03817647058823529,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-75077.jpg,6544f-75077,bookleta,0.06188235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/9b50a-74661.jpg,9b50a-74661,bookleta,0.11029411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/b5b5f-79047.jpg,b5b5f-79047,bookleta,0.06026470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/9508e-47261.jpg,9508e-47261,bookleta,0.14773529411764705,activity2b
ttct,../../data/outputs/bookleta/activity2b/39dc2-75204.jpg,39dc2-75204,bookleta,0.042176470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-74340.jpg,6544f-74340,bookleta,0.07429411764705883,activity2b
ttct,../../data/outputs/bookleta/activity2b/b238c-75288.jpg,b238c-75288,bookleta,0.06173529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/2953c-71101.jpg,2953c-71101,bookleta,0.037088235294117644,activity2b
ttct,../../data/outputs/bookleta/activity2b/6771d-74742.jpg,6771d-74742,bookleta,0.03997058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-75506.jpg,6544f-75506,bookleta,0.08879411764705883,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-8292.jpg,6dcd4-8292,bookleta,0.054705882352941174,activity2b
ttct,../../data/outputs/bookleta/activity2b/20479-35088.jpg,20479-35088,bookleta,0.08761764705882354,activity2b
ttct,../../data/outputs/bookleta/activity2b/dbfa7-77803.jpg,dbfa7-77803,bookleta,0.10902941176470589,activity2b
ttct,../../data/outputs/bookleta/activity2b/9b50a-75191.jpg,9b50a-75191,bookleta,0.06182352941176471,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-1103.jpg,6dcd4-1103,bookleta,0.07355882352941176,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5c10-73111.jpg,d5c10-73111,bookleta,0.033558823529411766,activity2b
ttct,../../data/outputs/bookleta/activity2b/9508e-1438.jpg,9508e-1438,bookleta,0.1303529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/ea193-72950.jpg,ea193-72950,bookleta,0.04973529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/d9583-76259.jpg,d9583-76259,bookleta,0.050470588235294114,activity2b
ttct,../../data/outputs/bookleta/activity2b/65a68-64865.jpg,65a68-64865,bookleta,0.06802941176470588,activity2b
ttct,../../data/outputs/bookleta/activity2b/9cf64-76418.jpg,9cf64-76418,bookleta,0.04747058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-2420.jpg,6dcd4-2420,bookleta,0.17529411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/b560a-76805_Unmatched.jpg,b560a-76805_Unmatched,bookleta,0.04147058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-0753.jpg,6dcd4-0753,bookleta,0.1185,activity2b
ttct,../../data/outputs/bookleta/activity2b/94fd1-71172.jpg,94fd1-71172,bookleta,0.05908823529411765,activity2b
ttct,../../data/outputs/bookleta/activity2b/bcb6d-71024.jpg,bcb6d-71024,bookleta,0.05064705882352941,activity2b
ttct,../../data/outputs/bookleta/activity2b/4c2f9-09558_UM_TTCT Post ASS SS2011 EoL2.jpg,4c2f9-09558_UM_TTCT Post ASS SS2011 EoL2,bookleta,0.11811764705882354,activity2b
ttct,../../data/outputs/bookleta/activity2b/21ac7-27262.jpg,21ac7-27262,bookleta,0.07879411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/a718a-71682.jpg,a718a-71682,bookleta,0.04605882352941176,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-7439.jpg,6dcd4-7439,bookleta,0.066,activity2b
ttct,../../data/outputs/bookleta/activity2b/214b9-75098.jpg,214b9-75098,bookleta,0.0505,activity2b
ttct,../../data/outputs/bookleta/activity2b/214b9-70686.jpg,214b9-70686,bookleta,0.07297058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/dee97-71558 M.jpg,dee97-71558 M,bookleta,0.06314705882352942,activity2b
ttct,../../data/outputs/bookleta/activity2b/dbfa7-80132.jpg,dbfa7-80132,bookleta,0.027941176470588237,activity2b
ttct,../../data/outputs/bookleta/activity2b/ce6fd-67081.jpg,ce6fd-67081,bookleta,0.08411764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/39dc2-73110.jpg,39dc2-73110,bookleta,0.11238235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/39dc2-66910.jpg,39dc2-66910,bookleta,0.03932352941176471,activity2b
ttct,../../data/outputs/bookleta/activity2b/dbfa7-78460.jpg,dbfa7-78460,bookleta,0.06935294117647059,activity2b
ttct,../../data/outputs/bookleta/activity2b/b5b5f-74951.jpg,b5b5f-74951,bookleta,0.03344117647058824,activity2b
ttct,../../data/outputs/bookleta/activity2b/b5b5f-78819.jpg,b5b5f-78819,bookleta,0.046588235294117646,activity2b
ttct,../../data/outputs/bookleta/activity2b/fd6d5-RD-AM-4811.jpg,fd6d5-RD-AM-4811,bookleta,0.06161764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/6771d-77499.jpg,6771d-77499,bookleta,0.07697058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/781e5-74910.jpg,781e5-74910,bookleta,0.0545,activity2b
ttct,../../data/outputs/bookleta/activity2b/9cf64-52578.jpg,9cf64-52578,bookleta,0.027352941176470587,activity2b
ttct,../../data/outputs/bookleta/activity2b/dee97-69433 M.jpg,dee97-69433 M,bookleta,0.07097058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/6771d-74433.jpg,6771d-74433,bookleta,0.03685294117647059,activity2b
ttct,../../data/outputs/bookleta/activity2b/21ac7-75119.jpg,21ac7-75119,bookleta,0.03273529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-1662.jpg,6dcd4-1662,bookleta,0.049705882352941176,activity2b
ttct,../../data/outputs/bookleta/activity2b/65a68-73677.jpg,65a68-73677,bookleta,0.029088235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/20479-70510.jpg,20479-70510,bookleta,0.06761764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/fd6d5-RD-AR-4811.jpg,fd6d5-RD-AR-4811,bookleta,0.060088235294117644,activity2b
ttct,../../data/outputs/bookleta/activity2b/dbfa7-73294.jpg,dbfa7-73294,bookleta,0.07247058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/9cf64-75262.jpg,9cf64-75262,bookleta,0.07097058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/781e5-78096.jpg,781e5-78096,bookleta,0.06185294117647059,activity2b
ttct,../../data/outputs/bookleta/activity2b/6771d-78383.jpg,6771d-78383,bookleta,0.07297058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/21ac7-75911.jpg,21ac7-75911,bookleta,0.04426470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-8900.jpg,6dcd4-8900,bookleta,0.07626470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/781e5-77429.jpg,781e5-77429,bookleta,0.10155882352941177,activity2b
ttct,../../data/outputs/bookleta/activity2b/9508e-73129.jpg,9508e-73129,bookleta,0.028205882352941178,activity2b
ttct,../../data/outputs/bookleta/activity2b/ea193-76893.jpg,ea193-76893,bookleta,0.14323529411764707,activity2b
ttct,../../data/outputs/bookleta/activity2b/b560a-76952_Unmatched.jpg,b560a-76952_Unmatched,bookleta,0.09511764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-74144.jpg,6544f-74144,bookleta,0.06658823529411764,activity2b
ttct,../../data/outputs/bookleta/activity2b/3d919-66985.jpg,3d919-66985,bookleta,0.0328235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/6771d-71614.jpg,6771d-71614,bookleta,0.06220588235294117,activity2b
ttct,../../data/outputs/bookleta/activity2b/a718a-73697.jpg,a718a-73697,bookleta,0.05758823529411765,activity2b
ttct,../../data/outputs/bookleta/activity2b/326d8-76726.jpg,326d8-76726,bookleta,0.09473529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5183-71277.jpg,d5183-71277,bookleta,0.07755882352941176,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5183-76524.jpg,d5183-76524,bookleta,0.04270588235294118,activity2b
ttct,../../data/outputs/bookleta/activity2b/6771d-70668.jpg,6771d-70668,bookleta,0.04894117647058824,activity2b
ttct,../../data/outputs/bookleta/activity2b/bcb6d-66158.jpg,bcb6d-66158,bookleta,0.12164705882352941,activity2b
ttct,../../data/outputs/bookleta/activity2b/b238c-77060.jpg,b238c-77060,bookleta,0.02776470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/406e2-70547.jpg,406e2-70547,bookleta,0.24155882352941177,activity2b
ttct,../../data/outputs/bookleta/activity2b/b560a-77250_Unmatched.jpg,b560a-77250_Unmatched,bookleta,0.05544117647058824,activity2b
ttct,../../data/outputs/bookleta/activity2b/060f1-70647.jpg,060f1-70647,bookleta,0.13267647058823528,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-0782.jpg,6dcd4-0782,bookleta,0.029029411764705883,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-5611.jpg,6dcd4-5611,bookleta,0.12061764705882352,activity2b
ttct,../../data/outputs/bookleta/activity2b/dee97-64546.jpg,dee97-64546,bookleta,0.10655882352941176,activity2b
ttct,../../data/outputs/bookleta/activity2b/ea193-75426.jpg,ea193-75426,bookleta,0.03314705882352941,activity2b
ttct,../../data/outputs/bookleta/activity2b/4f5cb-71595.jpg,4f5cb-71595,bookleta,0.03897058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/dee97-61628.jpg,dee97-61628,bookleta,0.11029411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/ea193-74506.jpg,ea193-74506,bookleta,0.043794117647058824,activity2b
ttct,../../data/outputs/bookleta/activity2b/dee97-51927.jpg,dee97-51927,bookleta,0.0568235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-77880.jpg,6544f-77880,bookleta,0.11232352941176471,activity2b
ttct,../../data/outputs/bookleta/activity2b/6771d-74551.jpg,6771d-74551,bookleta,0.09447058823529411,activity2b
ttct,../../data/outputs/bookleta/activity2b/8e820-75623.jpg,8e820-75623,bookleta,0.0881764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/20479-73423.jpg,20479-73423,bookleta,0.040558823529411765,activity2b
ttct,../../data/outputs/bookleta/activity2b/dee97-74768.jpg,dee97-74768,bookleta,0.05585294117647059,activity2b
ttct,../../data/outputs/bookleta/activity2b/326d8-74913.jpg,326d8-74913,bookleta,0.09432352941176471,activity2b
ttct,../../data/outputs/bookleta/activity2b/b238c-78781.jpg,b238c-78781,bookleta,0.04744117647058824,activity2b
ttct,../../data/outputs/bookleta/activity2b/9b50a-76502.jpg,9b50a-76502,bookleta,0.10073529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/94fd1-71607.jpg,94fd1-71607,bookleta,0.10735294117647058,activity2b
ttct,../../data/outputs/bookleta/activity2b/dbfa7-77966.jpg,dbfa7-77966,bookleta,0.06608823529411764,activity2b
ttct,../../data/outputs/bookleta/activity2b/ea193-75590.jpg,ea193-75590,bookleta,0.02864705882352941,activity2b
ttct,../../data/outputs/bookleta/activity2b/8e820-67145.jpg,8e820-67145,bookleta,0.044823529411764707,activity2b
ttct,../../data/outputs/bookleta/activity2b/a718a-79811.jpg,a718a-79811,bookleta,0.04405882352941176,activity2b
ttct,../../data/outputs/bookleta/activity2b/b5b5f-71542.jpg,b5b5f-71542,bookleta,0.0886764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/68332-74738_Unmatched.jpg,68332-74738_Unmatched,bookleta,0.1398529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/b5b5f-77829.jpg,b5b5f-77829,bookleta,0.03358823529411765,activity2b
ttct,../../data/outputs/bookleta/activity2b/d9583-75903.jpg,d9583-75903,bookleta,0.09585294117647059,activity2b
ttct,../../data/outputs/bookleta/activity2b/94fd1-55311.jpg,94fd1-55311,bookleta,0.05323529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/9b50a-76613.jpg,9b50a-76613,bookleta,0.1228235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/326d8-Redacted_04-12-12 A.jpg,326d8-Redacted_04-12-12 A,bookleta,0.044323529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/08d53-74137.jpg,08d53-74137,bookleta,0.1,activity2b
ttct,../../data/outputs/bookleta/activity2b/b238c-77589.jpg,b238c-77589,bookleta,0.04341176470588235,activity2b
ttct,../../data/outputs/bookleta/activity2b/c6e72-75726.jpg,c6e72-75726,bookleta,0.060294117647058824,activity2b
ttct,../../data/outputs/bookleta/activity2b/ea193-74945.jpg,ea193-74945,bookleta,0.058,activity2b
ttct,../../data/outputs/bookleta/activity2b/68332-75926_Unmatched.jpg,68332-75926_Unmatched,bookleta,0.031264705882352944,activity2b
ttct,../../data/outputs/bookleta/activity2b/65a68-44653.jpg,65a68-44653,bookleta,0.13473529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/4f5cb-74662.jpg,4f5cb-74662,bookleta,0.06258823529411765,activity2b
ttct,../../data/outputs/bookleta/activity2b/94fd1-71304.jpg,94fd1-71304,bookleta,0.07088235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/060f1-1175.jpg,060f1-1175,bookleta,0.08770588235294118,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-76290.jpg,6544f-76290,bookleta,0.06458823529411764,activity2b
ttct,../../data/outputs/bookleta/activity2b/406e2-71944.jpg,406e2-71944,bookleta,0.07185294117647059,activity2b
ttct,../../data/outputs/bookleta/activity2b/b238c-78282.jpg,b238c-78282,bookleta,0.038294117647058826,activity2b
ttct,../../data/outputs/bookleta/activity2b/406e2-71945.jpg,406e2-71945,bookleta,0.1280294117647059,activity2b
ttct,../../data/outputs/bookleta/activity2b/bcb6d-74317.jpg,bcb6d-74317,bookleta,0.06314705882352942,activity2b
ttct,../../data/outputs/bookleta/activity2b/65a68-67706.jpg,65a68-67706,bookleta,0.0893529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-74653.jpg,6544f-74653,bookleta,0.06258823529411765,activity2b
ttct,../../data/outputs/bookleta/activity2b/060f1-9138.jpg,060f1-9138,bookleta,0.06288235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-8178.jpg,6dcd4-8178,bookleta,0.07061764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/b5b5f-80287.jpg,b5b5f-80287,bookleta,0.07294117647058823,activity2b
ttct,../../data/outputs/bookleta/activity2b/b238c-76327.jpg,b238c-76327,bookleta,0.044,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-50452.jpg,6544f-50452,bookleta,0.07847058823529411,activity2b
ttct,../../data/outputs/bookleta/activity2b/3ee42-32761-UM.jpg,3ee42-32761-UM,bookleta,0.07726470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/68332-70976_Unmatched.jpg,68332-70976_Unmatched,bookleta,0.07926470588235295,activity2b
ttct,../../data/outputs/bookleta/activity2b/21e0e-74411.jpg,21e0e-74411,bookleta,0.04958823529411765,activity2b
ttct,../../data/outputs/bookleta/activity2b/4f5cb-75231.jpg,4f5cb-75231,bookleta,0.04111764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5c10-74025.jpg,d5c10-74025,bookleta,0.059323529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5183-75857.jpg,d5183-75857,bookleta,0.06329411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/9b50a-75245.jpg,9b50a-75245,bookleta,0.057029411764705884,activity2b
ttct,../../data/outputs/bookleta/activity2b/9cf64-78250.jpg,9cf64-78250,bookleta,0.06370588235294118,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-7466.jpg,6dcd4-7466,bookleta,0.07788235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-9107.jpg,6dcd4-9107,bookleta,0.1378529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/dee97-76132.jpg,dee97-76132,bookleta,0.04714705882352941,activity2b
ttct,../../data/outputs/bookleta/activity2b/68332-74589_Unmatched.jpg,68332-74589_Unmatched,bookleta,0.055411764705882355,activity2b
ttct,../../data/outputs/bookleta/activity2b/99a7c-74570_UM.jpg,99a7c-74570_UM,bookleta,0.03788235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/65a68-74180.jpg,65a68-74180,bookleta,0.03755882352941176,activity2b
ttct,../../data/outputs/bookleta/activity2b/b02df-RD-NS472011.jpg,b02df-RD-NS472011,bookleta,0.09376470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/39dc2-76355.jpg,39dc2-76355,bookleta,0.11238235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/dbfa7-80025.jpg,dbfa7-80025,bookleta,0.04176470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/8e820-75068.jpg,8e820-75068,bookleta,0.029911764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/3ee42-68082-UM.jpg,3ee42-68082-UM,bookleta,0.1191764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/060f1-72597.jpg,060f1-72597,bookleta,0.06679411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/4f5cb-77755.jpg,4f5cb-77755,bookleta,0.10882352941176471,activity2b
ttct,../../data/outputs/bookleta/activity2b/bb3e3-RD-KW-4811.jpg,bb3e3-RD-KW-4811,bookleta,0.02841176470588235,activity2b
ttct,../../data/outputs/bookleta/activity2b/bcb6d-76895.jpg,bcb6d-76895,bookleta,0.050970588235294115,activity2b
ttct,../../data/outputs/bookleta/activity2b/781e5-80410.jpg,781e5-80410,bookleta,0.02841176470588235,activity2b
ttct,../../data/outputs/bookleta/activity2b/b560a-74943_Unmatched.jpg,b560a-74943_Unmatched,bookleta,0.071,activity2b
ttct,../../data/outputs/bookleta/activity2b/9508e-71576.jpg,9508e-71576,bookleta,0.08967647058823529,activity2b
ttct,../../data/outputs/bookleta/activity2b/2953c-0218.jpg,2953c-0218,bookleta,0.05602941176470588,activity2b
ttct,../../data/outputs/bookleta/activity2b/781e5-79472.jpg,781e5-79472,bookleta,0.03326470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/21e0e-76767.jpg,21e0e-76767,bookleta,0.06052941176470588,activity2b
ttct,../../data/outputs/bookleta/activity2b/bcb6d-73331.jpg,bcb6d-73331,bookleta,0.03197058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/c6e72-74748.jpg,c6e72-74748,bookleta,0.06708823529411764,activity2b
ttct,../../data/outputs/bookleta/activity2b/39dc2-80015.jpg,39dc2-80015,bookleta,0.02811764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/bcb6d-74311.jpg,bcb6d-74311,bookleta,0.13226470588235295,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-72595.jpg,6544f-72595,bookleta,0.047588235294117646,activity2b
ttct,../../data/outputs/bookleta/activity2b/8e820-65849.jpg,8e820-65849,bookleta,0.06679411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/dbfa7-79095.jpg,dbfa7-79095,bookleta,0.05911764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-70590.jpg,6544f-70590,bookleta,0.05797058823529412,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5c10-70858.jpg,d5c10-70858,bookleta,0.049176470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/dee97-61601 M.jpg,dee97-61601 M,bookleta,0.06355882352941176,activity2b
ttct,../../data/outputs/bookleta/activity2b/781e5-80411.jpg,781e5-80411,bookleta,0.04273529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5183-74634.jpg,d5183-74634,bookleta,0.12329411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/cc508-75269.jpg,cc508-75269,bookleta,0.23547058823529413,activity2b
ttct,../../data/outputs/bookleta/activity2b/3ee42-75666-UM.jpg,3ee42-75666-UM,bookleta,0.047558823529411764,activity2b
ttct,../../data/outputs/bookleta/activity2b/9508e-71601.jpg,9508e-71601,bookleta,0.05694117647058824,activity2b
ttct,../../data/outputs/bookleta/activity2b/b02df-RD-NS134711.jpg,b02df-RD-NS134711,bookleta,0.06267647058823529,activity2b
ttct,../../data/outputs/bookleta/activity2b/214b9-72632.jpg,214b9-72632,bookleta,0.03776470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5183-75925.jpg,d5183-75925,bookleta,0.034176470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/6771d-68091.jpg,6771d-68091,bookleta,0.04526470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5183-74193.jpg,d5183-74193,bookleta,0.05876470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/39dc2-70737.jpg,39dc2-70737,bookleta,0.055735294117647056,activity2b
ttct,../../data/outputs/bookleta/activity2b/2953c-68225.jpg,2953c-68225,bookleta,0.09111764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-7844.jpg,6dcd4-7844,bookleta,0.053588235294117645,activity2b
ttct,../../data/outputs/bookleta/activity2b/dbfa7-79083.jpg,dbfa7-79083,bookleta,0.0913529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/9b50a-75096.jpg,9b50a-75096,bookleta,0.03326470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-75549.jpg,6544f-75549,bookleta,0.029941176470588235,activity2b
ttct,../../data/outputs/bookleta/activity2b/d9583-69730.jpg,d9583-69730,bookleta,0.27788235294117647,activity2b
ttct,../../data/outputs/bookleta/activity2b/21ac7-74688.jpg,21ac7-74688,bookleta,0.02914705882352941,activity2b
ttct,../../data/outputs/bookleta/activity2b/4f5cb-74883.jpg,4f5cb-74883,bookleta,0.07011764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/fd6d5-RD-FM-4811.jpg,fd6d5-RD-FM-4811,bookleta,0.04576470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/9cf64-78281.jpg,9cf64-78281,bookleta,0.11685294117647059,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-2257.jpg,6dcd4-2257,bookleta,0.11323529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-76294.jpg,6544f-76294,bookleta,0.07158823529411765,activity2b
ttct,../../data/outputs/bookleta/activity2b/bcb6d-72978.jpg,bcb6d-72978,bookleta,0.059,activity2b
ttct,../../data/outputs/bookleta/activity2b/a718a-71369.jpg,a718a-71369,bookleta,0.057205882352941176,activity2b
ttct,../../data/outputs/bookleta/activity2b/4f5cb-75578.jpg,4f5cb-75578,bookleta,0.05170588235294118,activity2b
ttct,../../data/outputs/bookleta/activity2b/bcb6d-76049.jpg,bcb6d-76049,bookleta,0.04779411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/21e0e-71234.jpg,21e0e-71234,bookleta,0.06752941176470588,activity2b
ttct,../../data/outputs/bookleta/activity2b/b238c-75211.jpg,b238c-75211,bookleta,0.0908529411764706,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5c10-68972.jpg,d5c10-68972,bookleta,0.05291176470588235,activity2b
ttct,../../data/outputs/bookleta/activity2b/b238c-75417.jpg,b238c-75417,bookleta,0.06411764705882353,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-1603.jpg,6dcd4-1603,bookleta,0.04526470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/20479-50312.jpg,20479-50312,bookleta,0.08291176470588235,activity2b
ttct,../../data/outputs/bookleta/activity2b/fd6d5-RD-SL-4811.jpg,fd6d5-RD-SL-4811,bookleta,0.03317647058823529,activity2b
ttct,../../data/outputs/bookleta/activity2b/214b9-67200.jpg,214b9-67200,bookleta,0.06755882352941177,activity2b
ttct,../../data/outputs/bookleta/activity2b/dee97-69412 M.jpg,dee97-69412 M,bookleta,0.08379411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/65a68-71565.jpg,65a68-71565,bookleta,0.04635294117647059,activity2b
ttct,../../data/outputs/bookleta/activity2b/d5c10-75245.jpg,d5c10-75245,bookleta,0.05402941176470588,activity2b
ttct,../../data/outputs/bookleta/activity2b/b5b5f-63869.jpg,b5b5f-63869,bookleta,0.08485294117647059,activity2b
ttct,../../data/outputs/bookleta/activity2b/dee97-71246.jpg,dee97-71246,bookleta,0.07226470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/9b50a-74025.jpg,9b50a-74025,bookleta,0.02864705882352941,activity2b
ttct,../../data/outputs/bookleta/activity2b/b238c-70576.jpg,b238c-70576,bookleta,0.08576470588235294,activity2b
ttct,../../data/outputs/bookleta/activity2b/060f1-71293.jpg,060f1-71293,bookleta,0.04291176470588235,activity2b
ttct,../../data/outputs/bookleta/activity2b/6544f-73134.jpg,6544f-73134,bookleta,0.03494117647058823,activity2b
ttct,../../data/outputs/bookleta/activity2b/9cf64-77814.jpg,9cf64-77814,bookleta,0.04470588235294118,activity2b
ttct,../../data/outputs/bookleta/activity2b/6dcd4-9441.jpg,6dcd4-9441,bookleta,0.11779411764705883,activity2b
ttct,../../data/outputs/bookleta/activity2b/21ac7-74478.jpg,21ac7-74478,bookleta,0.05952941176470588,activity2b
ttct,../../data/outputs/bookleta/activity2b/406e2-71596.jpg,406e2-71596,bookleta,0.07708823529411765,activity2b
ttct,../../data/outputs/bookleta/activity2b/c433b-76574.jpg,c433b-76574,bookleta,0.11229411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/b5b5f-79207.jpg,b5b5f-79207,bookleta,0.08229411764705882,activity2b
ttct,../../data/outputs/bookleta/activity2b/21e0e-74432.jpg,21e0e-74432,bookleta,0.04358823529411765,activity2b
